T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
44,Bahamas,2015,Consumer price index: General,109.6030,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
44,Bahamas,2016,Consumer price index: General,109.2233,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
44,Bahamas,2017,Consumer price index: General,110.8816,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
44,Bahamas,2018,Consumer price index: General,113.3940,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
44,Bahamas,2015,Consumer price index: Food,106.4692,New Providence;Index base: November 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,1995,Consumer price index: General,83.7908,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2005,Consumer price index: General,87.4961,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2015,Consumer price index: General,110.5615,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2016,Consumer price index: General,113.6556,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2017,Consumer price index: General,115.2324,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2018,Consumer price index: General,117.6348,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2015,Consumer price index: Food,114.4564,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2016,Consumer price index: Food,115.9000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2017,Consumer price index: Food,117.0911,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
48,Bahrain,2018,Consumer price index: Food,119.5749,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,1995,Consumer price index: General,42.5345,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2005,Consumer price index: General,69.1531,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2015,Consumer price index: General,144.4778,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2016,Consumer price index: General,152.4436,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2017,Consumer price index: General,161.1360,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2016,Consumer price index: Food,239.1233,Provisional data.;Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
50,Bangladesh,2017,Consumer price index: Food,257.9225,Provisional data.;Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2015,Consumer price index: General,167.5521,Break in the time series.;Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2016,Consumer price index: General,169.7000,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2017,Consumer price index: General,177.6083,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2018,Consumer price index: General,184.1333,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2015,Consumer price index: Food,200.7250,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2016,Consumer price index: Food,217.4583,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2017,Consumer price index: Food,230.9250,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
52,Barbados,2018,Consumer price index: Food,234.5667,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,1995,Consumer price index: General,0.3506,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2005,Consumer price index: General,61.6669,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2015,Consumer price index: General,386.9691,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2016,Consumer price index: General,433.0625,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2017,Consumer price index: General,459.0252,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2018,Consumer price index: General,480.0554,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2015,Consumer price index: Food,389.8641,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2016,Consumer price index: Food,424.0742,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
112,Belarus,2018,Consumer price index: Food,470.9885,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,1995,Consumer price index: General,74.9955,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2005,Consumer price index: General,90.4121,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2015,Consumer price index: General,108.6297,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2016,Consumer price index: General,110.7739,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2017,Consumer price index: General,112.8149,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2018,Consumer price index: General,115.4516,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,1995,Consumer price index: Food,71.8858,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2005,Consumer price index: Food,86.2906,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2015,Consumer price index: Food,110.4284,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
56,Belgium,2016,Consumer price index: Food,112.9035,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
